"Theta_Rows","R_Rows"
"solcap_snp_c2_30200","solcap_snp_c2_30200"
"solcap_snp_c2_3021","solcap_snp_c2_3021"
"solcap_snp_c2_30254","solcap_snp_c2_30254"
"solcap_snp_c2_30272","solcap_snp_c2_30272"
"solcap_snp_c2_30288","solcap_snp_c2_30288"
"solcap_snp_c2_30293","solcap_snp_c2_30293"
"solcap_snp_c2_30296","solcap_snp_c2_30296"
"solcap_snp_c2_30297","solcap_snp_c2_30297"
"solcap_snp_c2_30298","solcap_snp_c2_30298"
"solcap_snp_c2_30299","solcap_snp_c2_30299"
"solcap_snp_c2_30300","solcap_snp_c2_30300"
"solcap_snp_c2_30358","solcap_snp_c2_30358"
"solcap_snp_c2_30359","solcap_snp_c2_30359"
"solcap_snp_c2_30361","solcap_snp_c2_30361"
"solcap_snp_c2_30363","solcap_snp_c2_30363"
"solcap_snp_c2_30369","solcap_snp_c2_30369"
"solcap_snp_c2_30371","solcap_snp_c2_30371"
"solcap_snp_c2_30416","solcap_snp_c2_30416"
"solcap_snp_c2_3042","solcap_snp_c2_3042"
"solcap_snp_c2_30427","solcap_snp_c2_30427"
"solcap_snp_c2_30428","solcap_snp_c2_30428"
"solcap_snp_c2_30432","solcap_snp_c2_30432"
"solcap_snp_c2_30433","solcap_snp_c2_30433"
"solcap_snp_c2_30446","solcap_snp_c2_30446"
"solcap_snp_c2_30456","solcap_snp_c2_30456"
"solcap_snp_c2_30460","solcap_snp_c2_30460"
"solcap_snp_c2_30465","solcap_snp_c2_30465"
"solcap_snp_c2_30475","solcap_snp_c2_30475"
"solcap_snp_c2_30488","solcap_snp_c2_30488"
"solcap_snp_c2_30492","solcap_snp_c2_30492"
"solcap_snp_c2_30495","solcap_snp_c2_30495"
"solcap_snp_c2_30496","solcap_snp_c2_30496"
"solcap_snp_c2_30501","solcap_snp_c2_30501"
"solcap_snp_c2_30507","solcap_snp_c2_30507"
"solcap_snp_c2_30508","solcap_snp_c2_30508"
"solcap_snp_c2_30509","solcap_snp_c2_30509"
"solcap_snp_c2_30510","solcap_snp_c2_30510"
"solcap_snp_c2_30511","solcap_snp_c2_30511"
"solcap_snp_c2_30512","solcap_snp_c2_30512"
"solcap_snp_c2_30513","solcap_snp_c2_30513"
"solcap_snp_c2_30514","solcap_snp_c2_30514"
"solcap_snp_c2_30515","solcap_snp_c2_30515"
"solcap_snp_c2_30516","solcap_snp_c2_30516"
"solcap_snp_c2_3052","solcap_snp_c2_3052"
"solcap_snp_c2_30534","solcap_snp_c2_30534"
"solcap_snp_c2_30557","solcap_snp_c2_30557"
"solcap_snp_c2_30596","solcap_snp_c2_30596"
"solcap_snp_c2_30612","solcap_snp_c2_30612"
"solcap_snp_c2_30617","solcap_snp_c2_30617"
"solcap_snp_c2_30627","solcap_snp_c2_30627"
"solcap_snp_c2_30628","solcap_snp_c2_30628"
"solcap_snp_c2_30629","solcap_snp_c2_30629"
"solcap_snp_c2_3063","solcap_snp_c2_3063"
"solcap_snp_c2_30631","solcap_snp_c2_30631"
"solcap_snp_c2_30632","solcap_snp_c2_30632"
"solcap_snp_c2_30633","solcap_snp_c2_30633"
"solcap_snp_c2_30634","solcap_snp_c2_30634"
"solcap_snp_c2_3066","solcap_snp_c2_3066"
"solcap_snp_c2_3067","solcap_snp_c2_3067"
"solcap_snp_c2_3068","solcap_snp_c2_3068"
"solcap_snp_c2_3069","solcap_snp_c2_3069"
"solcap_snp_c2_3070","solcap_snp_c2_3070"
"solcap_snp_c2_3073","solcap_snp_c2_3073"
"solcap_snp_c2_30730","solcap_snp_c2_30730"
"solcap_snp_c2_30741","solcap_snp_c2_30741"
"solcap_snp_c2_3079","solcap_snp_c2_3079"
"solcap_snp_c2_30799","solcap_snp_c2_30799"
"solcap_snp_c2_308","solcap_snp_c2_308"
"solcap_snp_c2_3084","solcap_snp_c2_3084"
"solcap_snp_c2_30904","solcap_snp_c2_30904"
"solcap_snp_c2_30907","solcap_snp_c2_30907"
"solcap_snp_c2_3091","solcap_snp_c2_3091"
"solcap_snp_c2_30911","solcap_snp_c2_30911"
"solcap_snp_c2_3092","solcap_snp_c2_3092"
"solcap_snp_c2_30937","solcap_snp_c2_30937"
"solcap_snp_c2_30940","solcap_snp_c2_30940"
"solcap_snp_c2_30946","solcap_snp_c2_30946"
"solcap_snp_c2_30950","solcap_snp_c2_30950"
"solcap_snp_c2_30952","solcap_snp_c2_30952"
"solcap_snp_c2_30955","solcap_snp_c2_30955"
"solcap_snp_c2_30956","solcap_snp_c2_30956"
"solcap_snp_c2_30957","solcap_snp_c2_30957"
"solcap_snp_c2_30958","solcap_snp_c2_30958"
"solcap_snp_c2_30959","solcap_snp_c2_30959"
"solcap_snp_c2_30960","solcap_snp_c2_30960"
"solcap_snp_c2_30961","solcap_snp_c2_30961"
"solcap_snp_c2_30963","solcap_snp_c2_30963"
"solcap_snp_c2_30973","solcap_snp_c2_30973"
"solcap_snp_c2_3104","solcap_snp_c2_3104"
"solcap_snp_c2_31041","solcap_snp_c2_31041"
"solcap_snp_c2_31042","solcap_snp_c2_31042"
"solcap_snp_c2_31066","solcap_snp_c2_31066"
"solcap_snp_c2_3107","solcap_snp_c2_3107"
"solcap_snp_c2_3108","solcap_snp_c2_3108"
"solcap_snp_c2_31082","solcap_snp_c2_31082"
"solcap_snp_c2_3109","solcap_snp_c2_3109"
"solcap_snp_c2_31115","solcap_snp_c2_31115"
"solcap_snp_c2_31140","solcap_snp_c2_31140"
"solcap_snp_c2_31144","solcap_snp_c2_31144"
"solcap_snp_c2_31156","solcap_snp_c2_31156"
"solcap_snp_c2_31179","solcap_snp_c2_31179"
"solcap_snp_c2_31180","solcap_snp_c2_31180"
"solcap_snp_c2_31181","solcap_snp_c2_31181"
"solcap_snp_c2_31247","solcap_snp_c2_31247"
"solcap_snp_c2_3127","solcap_snp_c2_3127"
"solcap_snp_c2_31290","solcap_snp_c2_31290"
"solcap_snp_c2_31301","solcap_snp_c2_31301"
"solcap_snp_c2_3133","solcap_snp_c2_3133"
"solcap_snp_c2_31336","solcap_snp_c2_31336"
"solcap_snp_c2_31337","solcap_snp_c2_31337"
"solcap_snp_c2_31338","solcap_snp_c2_31338"
"solcap_snp_c2_3134","solcap_snp_c2_3134"
"solcap_snp_c2_3135","solcap_snp_c2_3135"
"solcap_snp_c2_31354","solcap_snp_c2_31354"
"solcap_snp_c2_31358","solcap_snp_c2_31358"
"solcap_snp_c2_31359","solcap_snp_c2_31359"
"solcap_snp_c2_31360","solcap_snp_c2_31360"
"solcap_snp_c2_31361","solcap_snp_c2_31361"
"solcap_snp_c2_31364","solcap_snp_c2_31364"
"solcap_snp_c2_31365","solcap_snp_c2_31365"
"solcap_snp_c2_31366","solcap_snp_c2_31366"
"solcap_snp_c2_31367","solcap_snp_c2_31367"
"solcap_snp_c2_31368","solcap_snp_c2_31368"
"solcap_snp_c2_31369","solcap_snp_c2_31369"
"solcap_snp_c2_31370","solcap_snp_c2_31370"
"solcap_snp_c2_31371","solcap_snp_c2_31371"
"solcap_snp_c2_31373","solcap_snp_c2_31373"
"solcap_snp_c2_31374","solcap_snp_c2_31374"
"solcap_snp_c2_31375","solcap_snp_c2_31375"
"solcap_snp_c2_31376","solcap_snp_c2_31376"
"solcap_snp_c2_31383","solcap_snp_c2_31383"
"solcap_snp_c2_31385","solcap_snp_c2_31385"
"solcap_snp_c2_31389","solcap_snp_c2_31389"
"solcap_snp_c2_31390","solcap_snp_c2_31390"
"solcap_snp_c2_31391","solcap_snp_c2_31391"
"solcap_snp_c2_31395","solcap_snp_c2_31395"
"solcap_snp_c2_31403","solcap_snp_c2_31403"
"solcap_snp_c2_31433","solcap_snp_c2_31433"
"solcap_snp_c2_31439","solcap_snp_c2_31439"
"solcap_snp_c2_31443","solcap_snp_c2_31443"
"solcap_snp_c2_31444","solcap_snp_c2_31444"
"solcap_snp_c2_3145","solcap_snp_c2_3145"
"solcap_snp_c2_3146","solcap_snp_c2_3146"
"solcap_snp_c2_31472","solcap_snp_c2_31472"
"solcap_snp_c2_31474","solcap_snp_c2_31474"
"solcap_snp_c2_31483","solcap_snp_c2_31483"
"solcap_snp_c2_31484","solcap_snp_c2_31484"
"solcap_snp_c2_31487","solcap_snp_c2_31487"
"solcap_snp_c2_3152","solcap_snp_c2_3152"
"solcap_snp_c2_3153","solcap_snp_c2_3153"
"solcap_snp_c2_3154","solcap_snp_c2_3154"
"solcap_snp_c2_3155","solcap_snp_c2_3155"
"solcap_snp_c2_31579","solcap_snp_c2_31579"
"solcap_snp_c2_3158","solcap_snp_c2_3158"
"solcap_snp_c2_31585","solcap_snp_c2_31585"
"solcap_snp_c2_31586","solcap_snp_c2_31586"
"solcap_snp_c2_31592","solcap_snp_c2_31592"
"solcap_snp_c2_3160","solcap_snp_c2_3160"
"solcap_snp_c2_31600","solcap_snp_c2_31600"
"solcap_snp_c2_31603","solcap_snp_c2_31603"
"solcap_snp_c2_31605","solcap_snp_c2_31605"
"solcap_snp_c2_3161","solcap_snp_c2_3161"
"solcap_snp_c2_3162","solcap_snp_c2_3162"
"solcap_snp_c2_3163","solcap_snp_c2_3163"
"solcap_snp_c2_31642","solcap_snp_c2_31642"
"solcap_snp_c2_31648","solcap_snp_c2_31648"
"solcap_snp_c2_31662","solcap_snp_c2_31662"
"solcap_snp_c2_3167","solcap_snp_c2_3167"
"solcap_snp_c2_31673","solcap_snp_c2_31673"
"solcap_snp_c2_31688","solcap_snp_c2_31688"
"solcap_snp_c2_31693","solcap_snp_c2_31693"
"solcap_snp_c2_31712","solcap_snp_c2_31712"
"solcap_snp_c2_31713","solcap_snp_c2_31713"
"solcap_snp_c2_31719","solcap_snp_c2_31719"
"solcap_snp_c2_31720","solcap_snp_c2_31720"
"solcap_snp_c2_31730","solcap_snp_c2_31730"
"solcap_snp_c2_31732","solcap_snp_c2_31732"
"solcap_snp_c2_31733","solcap_snp_c2_31733"
"solcap_snp_c2_31734","solcap_snp_c2_31734"
"solcap_snp_c2_3175","solcap_snp_c2_3175"
"solcap_snp_c2_31820","solcap_snp_c2_31820"
"solcap_snp_c2_31821","solcap_snp_c2_31821"
"solcap_snp_c2_31823","solcap_snp_c2_31823"
"solcap_snp_c2_3185","solcap_snp_c2_3185"
"solcap_snp_c2_31873","solcap_snp_c2_31873"
"solcap_snp_c2_31887","solcap_snp_c2_31887"
"solcap_snp_c2_31893","solcap_snp_c2_31893"
"solcap_snp_c2_3191","solcap_snp_c2_3191"
"solcap_snp_c2_31913","solcap_snp_c2_31913"
"solcap_snp_c2_31931","solcap_snp_c2_31931"
"solcap_snp_c2_31970","solcap_snp_c2_31970"
"solcap_snp_c2_31971","solcap_snp_c2_31971"
"solcap_snp_c2_31972","solcap_snp_c2_31972"
"solcap_snp_c2_31975","solcap_snp_c2_31975"
"solcap_snp_c2_31976","solcap_snp_c2_31976"
"solcap_snp_c2_31981","solcap_snp_c2_31981"
"solcap_snp_c2_31988","solcap_snp_c2_31988"
"solcap_snp_c2_31989","solcap_snp_c2_31989"
"solcap_snp_c2_31990","solcap_snp_c2_31990"
"solcap_snp_c2_31991","solcap_snp_c2_31991"
"solcap_snp_c2_32036","solcap_snp_c2_32036"
"solcap_snp_c2_3204","solcap_snp_c2_3204"
"solcap_snp_c2_32042","solcap_snp_c2_32042"
"solcap_snp_c2_3205","solcap_snp_c2_3205"
"solcap_snp_c2_32056","solcap_snp_c2_32056"
"solcap_snp_c2_32066","solcap_snp_c2_32066"
"solcap_snp_c2_32073","solcap_snp_c2_32073"
"solcap_snp_c2_32074","solcap_snp_c2_32074"
"solcap_snp_c2_32077","solcap_snp_c2_32077"
"solcap_snp_c2_32082","solcap_snp_c2_32082"
"solcap_snp_c2_32099","solcap_snp_c2_32099"
"solcap_snp_c2_32110","solcap_snp_c2_32110"
"solcap_snp_c2_32111","solcap_snp_c2_32111"
"solcap_snp_c2_32112","solcap_snp_c2_32112"
"solcap_snp_c2_32120","solcap_snp_c2_32120"
"solcap_snp_c2_32193","solcap_snp_c2_32193"
"solcap_snp_c2_322","solcap_snp_c2_322"
"solcap_snp_c2_3220","solcap_snp_c2_3220"
"solcap_snp_c2_32236","solcap_snp_c2_32236"
"solcap_snp_c2_32237","solcap_snp_c2_32237"
"solcap_snp_c2_32239","solcap_snp_c2_32239"
"solcap_snp_c2_3224","solcap_snp_c2_3224"
"solcap_snp_c2_32244","solcap_snp_c2_32244"
"solcap_snp_c2_32246","solcap_snp_c2_32246"
"solcap_snp_c2_32252","solcap_snp_c2_32252"
"solcap_snp_c2_32253","solcap_snp_c2_32253"
"solcap_snp_c2_32254","solcap_snp_c2_32254"
"solcap_snp_c2_32257","solcap_snp_c2_32257"
"solcap_snp_c2_32262","solcap_snp_c2_32262"
"solcap_snp_c2_32277","solcap_snp_c2_32277"
"solcap_snp_c2_32280","solcap_snp_c2_32280"
"solcap_snp_c2_32287","solcap_snp_c2_32287"
"solcap_snp_c2_32288","solcap_snp_c2_32288"
"solcap_snp_c2_32291","solcap_snp_c2_32291"
"solcap_snp_c2_323","solcap_snp_c2_323"
"solcap_snp_c2_32309","solcap_snp_c2_32309"
"solcap_snp_c2_32310","solcap_snp_c2_32310"
"solcap_snp_c2_32317","solcap_snp_c2_32317"
"solcap_snp_c2_32322","solcap_snp_c2_32322"
"solcap_snp_c2_32333","solcap_snp_c2_32333"
"solcap_snp_c2_32334","solcap_snp_c2_32334"
"solcap_snp_c2_32335","solcap_snp_c2_32335"
"solcap_snp_c2_32336","solcap_snp_c2_32336"
"solcap_snp_c2_32337","solcap_snp_c2_32337"
"solcap_snp_c2_32338","solcap_snp_c2_32338"
"solcap_snp_c2_32339","solcap_snp_c2_32339"
"solcap_snp_c2_32340","solcap_snp_c2_32340"
"solcap_snp_c2_32341","solcap_snp_c2_32341"
"solcap_snp_c2_32342","solcap_snp_c2_32342"
"solcap_snp_c2_32359","solcap_snp_c2_32359"
"solcap_snp_c2_32367","solcap_snp_c2_32367"
"solcap_snp_c2_32371","solcap_snp_c2_32371"
"solcap_snp_c2_32381","solcap_snp_c2_32381"
"solcap_snp_c2_324","solcap_snp_c2_324"
"solcap_snp_c2_32400","solcap_snp_c2_32400"
"solcap_snp_c2_32406","solcap_snp_c2_32406"
"solcap_snp_c2_32413","solcap_snp_c2_32413"
"solcap_snp_c2_32414","solcap_snp_c2_32414"
"solcap_snp_c2_32415","solcap_snp_c2_32415"
"solcap_snp_c2_32417","solcap_snp_c2_32417"
"solcap_snp_c2_32421","solcap_snp_c2_32421"
"solcap_snp_c2_32437","solcap_snp_c2_32437"
"solcap_snp_c2_32440","solcap_snp_c2_32440"
"solcap_snp_c2_32466","solcap_snp_c2_32466"
"solcap_snp_c2_32467","solcap_snp_c2_32467"
"solcap_snp_c2_32478","solcap_snp_c2_32478"
"solcap_snp_c2_32482","solcap_snp_c2_32482"
"solcap_snp_c2_32498","solcap_snp_c2_32498"
"solcap_snp_c2_325","solcap_snp_c2_325"
"solcap_snp_c2_32505","solcap_snp_c2_32505"
"solcap_snp_c2_32509","solcap_snp_c2_32509"
"solcap_snp_c2_32517","solcap_snp_c2_32517"
"solcap_snp_c2_32519","solcap_snp_c2_32519"
"solcap_snp_c2_32522","solcap_snp_c2_32522"
"solcap_snp_c2_32543","solcap_snp_c2_32543"
"solcap_snp_c2_3255","solcap_snp_c2_3255"
"solcap_snp_c2_32550","solcap_snp_c2_32550"
"solcap_snp_c2_32592","solcap_snp_c2_32592"
"solcap_snp_c2_326","solcap_snp_c2_326"
"solcap_snp_c2_3260","solcap_snp_c2_3260"
"solcap_snp_c2_32600","solcap_snp_c2_32600"
"solcap_snp_c2_32601","solcap_snp_c2_32601"
"solcap_snp_c2_32644","solcap_snp_c2_32644"
"solcap_snp_c2_32650","solcap_snp_c2_32650"
"solcap_snp_c2_32667","solcap_snp_c2_32667"
"solcap_snp_c2_32677","solcap_snp_c2_32677"
"solcap_snp_c2_327","solcap_snp_c2_327"
"solcap_snp_c2_32702","solcap_snp_c2_32702"
"solcap_snp_c2_32704","solcap_snp_c2_32704"
"solcap_snp_c2_32710","solcap_snp_c2_32710"
"solcap_snp_c2_32739","solcap_snp_c2_32739"
"solcap_snp_c2_32740","solcap_snp_c2_32740"
"solcap_snp_c2_32768","solcap_snp_c2_32768"
"solcap_snp_c2_32775","solcap_snp_c2_32775"
"solcap_snp_c2_32776","solcap_snp_c2_32776"
"solcap_snp_c2_32777","solcap_snp_c2_32777"
"solcap_snp_c2_32778","solcap_snp_c2_32778"
"solcap_snp_c2_32779","solcap_snp_c2_32779"
"solcap_snp_c2_32780","solcap_snp_c2_32780"
"solcap_snp_c2_32781","solcap_snp_c2_32781"
"solcap_snp_c2_32782","solcap_snp_c2_32782"
"solcap_snp_c2_32783","solcap_snp_c2_32783"
"solcap_snp_c2_32784","solcap_snp_c2_32784"
"solcap_snp_c2_32785","solcap_snp_c2_32785"
"solcap_snp_c2_32786","solcap_snp_c2_32786"
"solcap_snp_c2_32787","solcap_snp_c2_32787"
"solcap_snp_c2_32788","solcap_snp_c2_32788"
"solcap_snp_c2_32790","solcap_snp_c2_32790"
"solcap_snp_c2_328","solcap_snp_c2_328"
"solcap_snp_c2_32802","solcap_snp_c2_32802"
"solcap_snp_c2_32803","solcap_snp_c2_32803"
"solcap_snp_c2_32809","solcap_snp_c2_32809"
"solcap_snp_c2_32828","solcap_snp_c2_32828"
"solcap_snp_c2_32847","solcap_snp_c2_32847"
"solcap_snp_c2_32854","solcap_snp_c2_32854"
"solcap_snp_c2_32877","solcap_snp_c2_32877"
"solcap_snp_c2_32885","solcap_snp_c2_32885"
"solcap_snp_c2_32893","solcap_snp_c2_32893"
"solcap_snp_c2_32894","solcap_snp_c2_32894"
"solcap_snp_c2_32900","solcap_snp_c2_32900"
"solcap_snp_c2_32901","solcap_snp_c2_32901"
"solcap_snp_c2_32904","solcap_snp_c2_32904"
"solcap_snp_c2_32918","solcap_snp_c2_32918"
"solcap_snp_c2_32919","solcap_snp_c2_32919"
"solcap_snp_c2_32938","solcap_snp_c2_32938"
"solcap_snp_c2_32952","solcap_snp_c2_32952"
"solcap_snp_c2_32953","solcap_snp_c2_32953"
"solcap_snp_c2_32954","solcap_snp_c2_32954"
"solcap_snp_c2_32975","solcap_snp_c2_32975"
"solcap_snp_c2_32976","solcap_snp_c2_32976"
"solcap_snp_c2_32977","solcap_snp_c2_32977"
"solcap_snp_c2_32978","solcap_snp_c2_32978"
"solcap_snp_c2_32979","solcap_snp_c2_32979"
"solcap_snp_c2_32980","solcap_snp_c2_32980"
"solcap_snp_c2_32981","solcap_snp_c2_32981"
"solcap_snp_c2_32982","solcap_snp_c2_32982"
"solcap_snp_c2_32983","solcap_snp_c2_32983"
"solcap_snp_c2_32986","solcap_snp_c2_32986"
"solcap_snp_c2_32989","solcap_snp_c2_32989"
"solcap_snp_c2_32991","solcap_snp_c2_32991"
"solcap_snp_c2_32994","solcap_snp_c2_32994"
"solcap_snp_c2_33000","solcap_snp_c2_33000"
"solcap_snp_c2_33002","solcap_snp_c2_33002"
"solcap_snp_c2_33005","solcap_snp_c2_33005"
"solcap_snp_c2_33008","solcap_snp_c2_33008"
"solcap_snp_c2_33016","solcap_snp_c2_33016"
"solcap_snp_c2_33017","solcap_snp_c2_33017"
"solcap_snp_c2_33019","solcap_snp_c2_33019"
"solcap_snp_c2_33038","solcap_snp_c2_33038"
"solcap_snp_c2_33045","solcap_snp_c2_33045"
"solcap_snp_c2_3305","solcap_snp_c2_3305"
"solcap_snp_c2_33105","solcap_snp_c2_33105"
"solcap_snp_c2_33108","solcap_snp_c2_33108"
"solcap_snp_c2_33141","solcap_snp_c2_33141"
"solcap_snp_c2_3318","solcap_snp_c2_3318"
"solcap_snp_c2_3320","solcap_snp_c2_3320"
"solcap_snp_c2_3321","solcap_snp_c2_3321"
"solcap_snp_c2_33226","solcap_snp_c2_33226"
"solcap_snp_c2_33228","solcap_snp_c2_33228"
"solcap_snp_c2_3323","solcap_snp_c2_3323"
"solcap_snp_c2_33230","solcap_snp_c2_33230"
"solcap_snp_c2_33243","solcap_snp_c2_33243"
"solcap_snp_c2_33265","solcap_snp_c2_33265"
"solcap_snp_c2_33273","solcap_snp_c2_33273"
"solcap_snp_c2_33276","solcap_snp_c2_33276"
"solcap_snp_c2_33277","solcap_snp_c2_33277"
"solcap_snp_c2_33278","solcap_snp_c2_33278"
"solcap_snp_c2_33279","solcap_snp_c2_33279"
"solcap_snp_c2_33280","solcap_snp_c2_33280"
"solcap_snp_c2_33302","solcap_snp_c2_33302"
"solcap_snp_c2_33314","solcap_snp_c2_33314"
"solcap_snp_c2_33346","solcap_snp_c2_33346"
"solcap_snp_c2_33365","solcap_snp_c2_33365"
"solcap_snp_c2_33375","solcap_snp_c2_33375"
"solcap_snp_c2_33381","solcap_snp_c2_33381"
"solcap_snp_c2_33386","solcap_snp_c2_33386"
"solcap_snp_c2_33400","solcap_snp_c2_33400"
"solcap_snp_c2_33402","solcap_snp_c2_33402"
"solcap_snp_c2_33403","solcap_snp_c2_33403"
"solcap_snp_c2_33405","solcap_snp_c2_33405"
"solcap_snp_c2_33422","solcap_snp_c2_33422"
"solcap_snp_c2_33424","solcap_snp_c2_33424"
"solcap_snp_c2_33429","solcap_snp_c2_33429"
"solcap_snp_c2_3345","solcap_snp_c2_3345"
"solcap_snp_c2_3346","solcap_snp_c2_3346"
"solcap_snp_c2_33473","solcap_snp_c2_33473"
"solcap_snp_c2_33488","solcap_snp_c2_33488"
"solcap_snp_c2_33489","solcap_snp_c2_33489"
"solcap_snp_c2_33491","solcap_snp_c2_33491"
"solcap_snp_c2_33492","solcap_snp_c2_33492"
"solcap_snp_c2_33493","solcap_snp_c2_33493"
"solcap_snp_c2_33495","solcap_snp_c2_33495"
"solcap_snp_c2_33508","solcap_snp_c2_33508"
"solcap_snp_c2_33509","solcap_snp_c2_33509"
"solcap_snp_c2_3351","solcap_snp_c2_3351"
"solcap_snp_c2_33510","solcap_snp_c2_33510"
"solcap_snp_c2_33511","solcap_snp_c2_33511"
"solcap_snp_c2_33512","solcap_snp_c2_33512"
"solcap_snp_c2_33513","solcap_snp_c2_33513"
"solcap_snp_c2_33514","solcap_snp_c2_33514"
"solcap_snp_c2_33515","solcap_snp_c2_33515"
"solcap_snp_c2_33516","solcap_snp_c2_33516"
"solcap_snp_c2_33517","solcap_snp_c2_33517"
"solcap_snp_c2_33518","solcap_snp_c2_33518"
"solcap_snp_c2_33519","solcap_snp_c2_33519"
"solcap_snp_c2_3352","solcap_snp_c2_3352"
"solcap_snp_c2_33520","solcap_snp_c2_33520"
"solcap_snp_c2_33521","solcap_snp_c2_33521"
"solcap_snp_c2_33522","solcap_snp_c2_33522"
"solcap_snp_c2_3353","solcap_snp_c2_3353"
"solcap_snp_c2_33532","solcap_snp_c2_33532"
"solcap_snp_c2_33534","solcap_snp_c2_33534"
"solcap_snp_c2_33535","solcap_snp_c2_33535"
"solcap_snp_c2_33536","solcap_snp_c2_33536"
"solcap_snp_c2_33537","solcap_snp_c2_33537"
"solcap_snp_c2_33543","solcap_snp_c2_33543"
"solcap_snp_c2_33544","solcap_snp_c2_33544"
"solcap_snp_c2_33545","solcap_snp_c2_33545"
"solcap_snp_c2_33563","solcap_snp_c2_33563"
"solcap_snp_c2_3358","solcap_snp_c2_3358"
"solcap_snp_c2_33598","solcap_snp_c2_33598"
"solcap_snp_c2_33625","solcap_snp_c2_33625"
"solcap_snp_c2_33626","solcap_snp_c2_33626"
"solcap_snp_c2_33627","solcap_snp_c2_33627"
"solcap_snp_c2_3363","solcap_snp_c2_3363"
"solcap_snp_c2_33630","solcap_snp_c2_33630"
"solcap_snp_c2_33635","solcap_snp_c2_33635"
"solcap_snp_c2_33657","solcap_snp_c2_33657"
"solcap_snp_c2_33661","solcap_snp_c2_33661"
"solcap_snp_c2_33678","solcap_snp_c2_33678"
"solcap_snp_c2_3368","solcap_snp_c2_3368"
"solcap_snp_c2_33683","solcap_snp_c2_33683"
"solcap_snp_c2_33688","solcap_snp_c2_33688"
"solcap_snp_c2_33766","solcap_snp_c2_33766"
"solcap_snp_c2_33771","solcap_snp_c2_33771"
"solcap_snp_c2_33772","solcap_snp_c2_33772"
"solcap_snp_c2_33774","solcap_snp_c2_33774"
"solcap_snp_c2_33777","solcap_snp_c2_33777"
"solcap_snp_c2_33830","solcap_snp_c2_33830"
"solcap_snp_c2_33871","solcap_snp_c2_33871"
"solcap_snp_c2_33891","solcap_snp_c2_33891"
"solcap_snp_c2_33892","solcap_snp_c2_33892"
"solcap_snp_c2_33893","solcap_snp_c2_33893"
"solcap_snp_c2_33905","solcap_snp_c2_33905"
"solcap_snp_c2_33911","solcap_snp_c2_33911"
"solcap_snp_c2_33913","solcap_snp_c2_33913"
"solcap_snp_c2_33914","solcap_snp_c2_33914"
"solcap_snp_c2_33916","solcap_snp_c2_33916"
"solcap_snp_c2_33917","solcap_snp_c2_33917"
"solcap_snp_c2_33932","solcap_snp_c2_33932"
"solcap_snp_c2_33933","solcap_snp_c2_33933"
"solcap_snp_c2_33973","solcap_snp_c2_33973"
"solcap_snp_c2_33985","solcap_snp_c2_33985"
"solcap_snp_c2_33989","solcap_snp_c2_33989"
"solcap_snp_c2_33993","solcap_snp_c2_33993"
"solcap_snp_c2_33996","solcap_snp_c2_33996"
"solcap_snp_c2_34","solcap_snp_c2_34"
"solcap_snp_c2_34002","solcap_snp_c2_34002"
"solcap_snp_c2_34003","solcap_snp_c2_34003"
"solcap_snp_c2_34017","solcap_snp_c2_34017"
"solcap_snp_c2_34019","solcap_snp_c2_34019"
"solcap_snp_c2_34065","solcap_snp_c2_34065"
"solcap_snp_c2_34082","solcap_snp_c2_34082"
"solcap_snp_c2_34085","solcap_snp_c2_34085"
"solcap_snp_c2_34091","solcap_snp_c2_34091"
"solcap_snp_c2_34103","solcap_snp_c2_34103"
"solcap_snp_c2_34109","solcap_snp_c2_34109"
"solcap_snp_c2_34110","solcap_snp_c2_34110"
"solcap_snp_c2_34115","solcap_snp_c2_34115"
"solcap_snp_c2_34117","solcap_snp_c2_34117"
"solcap_snp_c2_34121","solcap_snp_c2_34121"
"solcap_snp_c2_34124","solcap_snp_c2_34124"
"solcap_snp_c2_34142","solcap_snp_c2_34142"
"solcap_snp_c2_34161","solcap_snp_c2_34161"
"solcap_snp_c2_34174","solcap_snp_c2_34174"
"solcap_snp_c2_34175","solcap_snp_c2_34175"
"solcap_snp_c2_34176","solcap_snp_c2_34176"
"solcap_snp_c2_34177","solcap_snp_c2_34177"
"solcap_snp_c2_34178","solcap_snp_c2_34178"
"solcap_snp_c2_34179","solcap_snp_c2_34179"
"solcap_snp_c2_34186","solcap_snp_c2_34186"
"solcap_snp_c2_34187","solcap_snp_c2_34187"
"solcap_snp_c2_34188","solcap_snp_c2_34188"
"solcap_snp_c2_34189","solcap_snp_c2_34189"
"solcap_snp_c2_34191","solcap_snp_c2_34191"
"solcap_snp_c2_34192","solcap_snp_c2_34192"
"solcap_snp_c2_34193","solcap_snp_c2_34193"
"solcap_snp_c2_34194","solcap_snp_c2_34194"
"solcap_snp_c2_34195","solcap_snp_c2_34195"
"solcap_snp_c2_34196","solcap_snp_c2_34196"
"solcap_snp_c2_34197","solcap_snp_c2_34197"
"solcap_snp_c2_34198","solcap_snp_c2_34198"
"solcap_snp_c2_34199","solcap_snp_c2_34199"
"solcap_snp_c2_34200","solcap_snp_c2_34200"
"solcap_snp_c2_34202","solcap_snp_c2_34202"
"solcap_snp_c2_34203","solcap_snp_c2_34203"
"solcap_snp_c2_34204","solcap_snp_c2_34204"
"solcap_snp_c2_34219","solcap_snp_c2_34219"
"solcap_snp_c2_34222","solcap_snp_c2_34222"
"solcap_snp_c2_34226","solcap_snp_c2_34226"
